Recipient Name,DUNS,City,State,ZIP Code,County,Country,Type,Class,Sum of Awards
Maine State Job Council,160208815,AUGUSTA,ME,043330120,KENNEBEC,United States of America,Community Action Organization,State Government,$0
"Me State Attorney General, Medical Examiner`s Office",809175169,AUGUSTA,ME,04333,KENNEBEC,United States of America,Other Health Organization,State Government,"$1,240,949"
"AGRICULTURE, CONSERVATION & FORESTRY, MAINE DEPARTMENT",809045263,AUGUSTA,ME,043330028,KENNEBEC,United States of America,Environmental Organization,State Government,"$2,204,333"
County of Washington,045862703,MACHIAS,ME,046540297,WASHINGTON,United States of America,Other Special Interest Organization,County Government,$0
City of Bangor School Department,071739692,BANGOR,ME,04401,PENOBSCOT,United States of America,Other Social Services Organization,City Government,$0
City of Bangor,071739692,BANGOR,ME,04401,PENOBSCOT,United States of America,Other Social Services Organization,City Government,"$698,499"
City of Calais,962649534,CALAIS,ME,046194037,WASHINGTON,United States of America,Health Department,Non-Profit Private Non-Government Organizations,"-$18,528"
City of Portland Maine,071747802,PORTLAND,ME,04101,CUMBERLAND,United States of America,Health Department,City Government,"$1,154,250"
SOUTH PORTLAND BOARD OF EDUCATION,037710373,SOUTH PORTLAND,ME,04106,CUMBERLAND,United States of America,Educational Department,City Government,"$621,972"
TOWN OF WINDHAM,071745418,WINDHAM,ME,04062,CUMBERLAND,United States of America,School Board & School District,City Government,"$580,010"
"UNIVERSITY OF MAINE, PORTLAND-GORHAM",077469567,PORTLAND,ME,04103,CUMBERLAND,United States of America,"Junior College, College & University",State Government,"-$54,428"
"UNIVERSITY OF MAINE, PORTLAND-GORHAM",186875787,PORTLAND,ME,04103,CUMBERLAND,United States of America,"Junior College, College & University",State Government,"$10,361,050"
UNIVERSITY OF MAINE,186875787,BANGOR,ME,04401,PENOBSCOT,United States of America,"Junior College, College & University",State Government,"$1,860,023"
UNIVERSITY OF SOUTHERN MAINE,077469567,PORTLAND,ME,041034864,CUMBERLAND,United States of America,"Junior College, College & University",State Government,"$4,386,208"
"UNIVERSITY OF MAINE, OFFICE OF RESEARCH & SPON. PGMS.",186875787,BANGOR,ME,044014330,PENOBSCOT,United States of America,"Junior College, College & University",State Government,"$380,999"
"ISLANDS COMMUNITY MEDICAL SERVICE, INC",037717881,VINALHAVEN,ME,048630812,KNOX,United States of America,Other Health Organization,City Government,"$6,699,737"
YORK COUNTY COMMUNITY ACTION CORPORATION,099366536,SANFORD,ME,040730072,YORK,United States of America,Community Action Organization,Non-Profit Public Non-Government Organizations,"$33,772,496"
WALDO COMMUNITY ACTION PARTNERS,791561657,BELFAST,ME,049156661,WALDO,United States of America,Other Social Services Organization,County Government,"$12,951,690"
"MEDICAL CARE DEVELOPMENT, INC",071733638,AUGUSTA,ME,043306252,KENNEBEC,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,"$3,732,804"
HEALTHREACH COMMUNITY HEALTH CENTERS,135891625,WATERVILLE,ME,049031568,KENNEBEC,United States of America,Other Health Organization,Non-Profit Public Non-Government Organizations,"$27,006,634"
"PENQUIS C A P,INC",073992687,BANGOR,ME,04401,PENOBSCOT,United States of America,Community Action Organization,Non-Profit Private Non-Government Organizations,"$31,585,321"
Westbrook School Department,100029958,WESTBROOK,ME,04092,CUMBERLAND,United States of America,School Board & School District,County Government,"$503,475"
DARTMOUTH COLLEGE MUSEUM & GALLERIES,041027822,HANOVER,NH,03755,GRAFTON,United States of America,Library & Museum,Non-Profit Private Non-Government Organizations,"$3,257,576"
DARTMOUTH MEDICAL SCHOOL,041027822,HANOVER,NH,03755,GRAFTON,United States of America,Vocational & Training School,Non-Profit Private Non-Government Organizations,"$92,488"
DARTMOUTH COLLEGE,041027822,HANOVER,NH,037551404,GRAFTON,United States of America,"Junior College, College & University",Non-Profit Private Non-Government Organizations,"$561,474,620"
DARTMOUTH COLLEGE,967294133,HANOVER,NH,037551404,GRAFTON,United States of America,"Junior College, College & University",Non-Profit Private Non-Government Organizations,"$774,719"
TRUSTEES OF DARTMOUTH COLLEGE,041027822,HANOVER,NH,03755,GRAFTON,United States of America,"Junior College, College & University",State Government,"$1,344,987"
MARY HITCHCOCK MEMORIAL HOSPITAL,069910297,LEBANON,NH,037560001,GRAFTON,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$18,865,034"
MEMORIAL HOSPITAL,073973752,NORTH CONWAY,NH,03860,CARROLL,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$988,528"
Waypoint,095505905,MANCHESTER,NH,031050448,HILLSBOROUGH,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$4,895,176"
NEW LONDON HOSPITAL,073988792,NEW LONDON,NH,03257,MERRIMACK,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$66,223"
WEEKS MEDICAL CENTER,073968752,LANCASTER,NH,035843508,COOS,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$449,335"
Keene Young Mens Christian Association,134546431,Keene,NH,03431,CHESHIRE,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$250,000"
HUGGINS HOSPITAL,073962466,WOLFEBORO,NH,03894,CARROLL,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$92,647"
RIVIER COLLEGE,040231565,NASHUA,NH,03060,HILLSBOROUGH,United States of America,"Junior College, College & University",Non-Profit Private Non-Government Organizations,"$3,570,143"
"GREATER MANCHESTER MENTAL HEALTH CENTER, INC",073978280,MANCHESTER,NH,03101,HILLSBOROUGH,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$1,049,340"
CREARE LLC,072021041,HANOVER,NH,037550071,GRAFTON,United States of America,"Research Institution, Foundation and Laboratory",Private Profit ( Small Business ) Organizations,"$10,220,591"
"NATIONAL FEDERATION OF THE BLIND, PUBLICATIONS DEPT",069627941,BALTIMORE,MD,21230,**BALTIMORE CITY,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$545,793"
SOMERSWORTH SCHOOL DISTRICT,184737252,SOMERSWORTH,NH,03878,STRAFFORD,United States of America,School Board & School District,City Government,"$625,000"
FRANKLIN PIERCE UNIVERSITY,069910503,RINDGE,NH,034615045,CHESHIRE,United States of America,"Junior College, College & University",Non-Profit Private Non-Government Organizations,-$255
"RIVERBEND COMMUNITY MENTAL HEALTH, INC.",081258915,CONCORD,NH,03302,MERRIMACK,United States of America,Other Health Organization,Private Profit ( Large Business ) Organizations,"$1,625,000"
"TRI-COUNTY COMMUNITY ACTION PROGRAM, INC.",073975708,BERLIN,NH,03570,COOS,United States of America,Community Action Organization,Non-Profit Public Non-Government Organizations,"$11,672,194"
"SOUTHERN NEW HAMPSHIRE SERVICES, INC",088584065,MANCHESTER,NH,031085040,HILLSBOROUGH,United States of America,Other Social Services Organization,Non-Profit Public Non-Government Organizations,"$41,038,171"
Community Action Partnership of Strafford County,099356586,DOVER,NH,038210160,STRAFFORD,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$20,387,368"
"BELKNAP-MERRIMACK COUNTIES COMMUNITY ACTION PROGRAM, IN",073997504,CONCORD,NH,03301,MERRIMACK,United States of America,Community Action Organization,Non-Profit Public Non-Government Organizations,"$26,747,906"
"LAKES REGION MENTAL HEALTH CENTER, INC, THE",101410652,LACONIA,NH,032463432,BELKNAP,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$1,624,843"
EASTER SEAL SOCIETY OF NEW HAMPSHIRE/VERMONT,085573467,MANCHESTER,NH,03103,HILLSBOROUGH,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,"$999,310"
FOUNDATION FOR HEALTHY COMMUNITIES,615335283,CONCORD,NH,03301,MERRIMACK,United States of America,"Research Institution, Foundation and Laboratory",Non-Profit Private Non-Government Organizations,"$1,451,902"
"ANDROSCOGGIN VALLEY HOSPITAL, INC",069910263,BERLIN,NH,03570,COOS,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"-$7,561"
GREATER SEACOAST COMMUNITY HEALTH dba Goodwin Comm Hlth,780054164,DOVER,NH,038206412,STRAFFORD,United States of America,Other Social Services Organization,County Government,"$22,832,928"
SOUTHEASTERN REGIONAL EDUCATIONAL SVC CTR INC,040240798,BEDFORD,NH,031106835,HILLSBOROUGH,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$457,545"
NH COALITION FOR CITIZENS WITH DISABILITIES,119759876,CONCORD,NH,03301,MERRIMACK,United States of America,Welfare Department,State Government,"$570,430"
"DISABILITIES RIGHTS CENTER, INC",188789804,CONCORD,NH,033014971,MERRIMACK,United States of America,Rehabilitation Organization ( Other Than Criminal ),Non-Profit Private Non-Government Organizations,"$6,241,863"
"COOS COUNTY FAMILY HEALTH SERVICES, INC.",167385509,BERLIN,NH,035702084,COOS,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$13,738,917"
GRANITE STATE INDEPENDENT LIVING,118084276,CONCORD,NH,033017268,MERRIMACK,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$6,787,385"
"Harbor Homes, Inc",131864357,NASHUA,NH,030603312,HILLSBOROUGH,United States of America,Health Department,Non-Profit Private Non-Government Organizations,"$16,916,526"
Cheshire Medical Center,073970238,KEENE,NH,03431,CHESHIRE,United States of America,Other Health Organization,Private Profit ( Large Business ) Organizations,"$1,601,687"
NEW HAMPSHIRE COALITION AGAINST DOMESTIC & SEXUAL VIOL,602021487,CONCORD,NH,033020353,MERRIMACK,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$1,657,391"
Greater Derry Community Health Services,031403756,DERRY,NH,030382119,ROCKINGHAM,United States of America,Health Department,Non-Profit Private Non-Government Organizations,"-$29,966"
"BOYS & GIRLS CLUB OF SOUHEGAN VALLEY, INC",077297047,MILFORD,NH,030554835,HILLSBOROUGH,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$370,775"
AMOSKEAG HEALTH,928664937,MANCHESTER,NH,031011325,HILLSBOROUGH,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,"$23,156,573"
Families in Transition,825360399,MANCHESTER,NH,03101,HILLSBOROUGH,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$953,563"
Mid-State Health Center,109385625,PLYMOUTH,NH,032643170,GRAFTON,United States of America,Hospital,Non-Profit Public Non-Government Organizations,"$11,264,482"
"Health First Family Care Center, Inc.",026459417,FRANKLIN,NH,032352026,MERRIMACK,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$9,283,636"
NH ST HEALTH PLAN,780146275,CONCORD,NH,03301,MERRIMACK,United States of America,Other Health Organization,State Government,"$3,346,889"
NORTH COUNTRY HEALTH CONSORTIUM INC,017711198,WHITEFIELD,NH,035983029,COOS,United States of America,Other Health Organization,Private Profit ( Small Business ) Organizations,"$5,866,224"
Granite St. Fed. of Families for Children`s Mental Hlth,082722666,MANCHESTER,NH,03104,HILLSBOROUGH,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$70,000"
APPLIED GEOSOLUTIONS LLC,091440904,DURHAM,NH,03824,STRAFFORD,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,114,597"
POLARONYX INC,038491002,SUNNYVALE,CA,940854720,SANTA CLARA,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$190,124"
Ma Ka Hana Ka `Ike Building Program,790661099,HANA,HI,96713,MAUI,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Non-Profit Private Non-Government Organizations,"$913,376"
Worship Centre Church,143131618,FOWLER,CA,936259510,FRESNO,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$450,000"
Walnut Street Com. Health Ctr.,948636816,HAGERSTOWN,MD,217405745,WASHINGTON,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,"$12,581,655"
PROFECTUS BIOSCIENCES INC,185576639,BALTIMORE,MD,21224,**BALTIMORE CITY,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$13,559,774"
CENTER FOR PYSCHOLOGICAL CONSULTATION,616223769,MADISON,WI,537171314,DANE,United States of America,"Research Institution, Foundation and Laboratory",Private Profit ( Small Business ) Organizations,"$3,093,879"
"CENTER FOR COMMUNITY RESOURCES, INC.",148002368,BUTLER,PA,160015987,BUTLER,United States of America,Other Special Interest Organization,Non-Profit Public Non-Government Organizations,"$800,000"
Community Action of Southern Indiana,081015786,JEFFERSONVILLE,IN,47130,CLARK,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$20,317,689"
"Orange Square Design, Inc.",780990334,PAWTUCKET,RI,028601071,PROVIDENCE,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$409,517"
ANGIOMA ALLIANCE,184417496,NORFOLK,VA,23517,**NORFOLK,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$24,025"
HEALTHY COMMUNITIES COALITION OF LYON AND STOREY,143263296,DAYTON,NV,894036758,LYON,United States of America,Other Social Services Organization,Non-Profit Public Non-Government Organizations,"$1,571,970"
MEMORY CARE HOME SOLUTIONS,361344794,SAINT LOUIS,MO,63108,ST. LOUIS,United States of America,Other Health Organization,Non-Profit Public Non-Government Organizations,"$1,337,811"
"The Youth Connection, Inc.",136195737,DETROIT,MI,482343241,WAYNE,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$500,000"
Nashville International Center for Empowerment,604017991,NASHVILLE,TN,37211,DAVIDSON,United States of America,Community Action Organization,Non-Profit Public Non-Government Organizations,"$213,000"
CHRONO THERAPEUTICS INC,969831366,HAYWARD,CA,94545,ALAMEDA,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$2,834,317"
FOODSOURCE LURE CORPORATION,144755324,BIRMINGHAM,AL,35222,JEFFERSON,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$224,135"
WAVE 80 BIOSCIENCES INC,127755382,SAN FRANCISCO,CA,941073197,SAN FRANCISCO,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$281,982"
SECOND SIGHT MEDICAL PRODUCTS INC,086470742,SYLMAR,CA,913423728,LOS ANGELES,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$3,057,008"
